layer_height,wall_thickness,infill_density,infill_pattern,nozzle_temperature,bed_temperature,print_speed,material,fan_speed,roughness,tension_strength,elongation,sensor1_raw_mean,sensor1_raw_max,sensor1_raw_min,sensor1_raw_std,sensor2_raw_mean,sensor2_raw_max,sensor2_raw_min,sensor2_raw_std,sensor3_raw_mean,sensor3_raw_max,sensor3_raw_min,sensor3_raw_std,sensor4_raw_mean,sensor4_raw_max,sensor4_raw_min,sensor4_raw_std,sensor5_raw_mean,sensor5_raw_max,sensor5_raw_min,sensor5_raw_std
0.06,3,13,grid,227,80,120,pla,100,288,7,0.8,532.1797133,531,529,3.725510769,538.0943089,538,536,0.856637209,545.5431876,544,545,1.967175119,556.1665461,567,552,0.495426037,550.7758761,557,549,0.661220412
0.04,7,68,honeycomb,232,65,60,abs,25,38,20,2.4,528.2352268,529,528,0.470720125,536.9066433,538,539,0.168420541,541.8890071,543,542,0.324485521,550.5394913,551,550,0.127365045,546.575871,547,546,0.135226863
0.03,10,88,grid,204,60,60,pla,0,30,29,3.1,528.5191646,529,529,1.229471311,537.1384564,538,538,0.233158782,543.3012372,544,543,1.146621459,551.4807639,551,553,1.268108306,547.8463513,547,549,0.532023029
0.18,8,69,honeycomb,225,65,60,abs,75,303,28,1.4,530.7804573,532,532,0.201353059,539.0185363,538,538,0.344428574,546.6246215,547,547,0.128769012,555.1425121,554,556,0.190517718,551.7992289,550,552,0.701099095
0.18,7,25,honeycomb,223,80,40,abs,75,294,9,1.9,530.2820224,548,532,0.472993279,538.4798891,540,538,0.780037335,546.5447392,554,546,0.700828546,556.2165017,560,556,0.320061151,550.798809,549,552,1.11918744
0.11,10,47,honeycomb,201,70,60,pla,25,62,20,3.0,528.5138098,529,529,0.367089102,537.3042473,538,539,0.128460599,543.4720699,543,542,0.121809537,553.14634,552,553,0.150843472,547.9992864,547,549,0.140700182
0.13,5,61,grid,202,60,40,pla,0,175,21,1.9,531.9777103,537,530,2.281802135,538.6384135,539,536,1.109813459,546.7231205,552,545,1.311929857,554.5746521,561,553,1.886738385,551.5619627,561,550,2.574690497
0.04,10,89,grid,249,80,60,pla,100,53,34,1.3,529.1150085,529,528,1.613654129,537.3345164,538,537,0.130014382,543.2952112,543,543,0.212051051,552.6610312,554,551,0.321049656,548.8198832,549,547,0.211626049
0.17,4,22,grid,205,75,120,pla,50,323,25,1.6,529.4629664,530,530,1.339915681,537.9392855,539,539,1.467323923,545.0937859,549,546,1.364148614,554.0251299,558,554,0.257798499,549.8533864,553,550,1.363769559
0.11,4,59,grid,201,60,120,pla,0,134,9,2.3,531.5613209,530,532,0.543150162,538.7269693,538,538,0.388067563,546.9483056,551,547,1.103108598,553.5852166,552,556,0.663946959,551.5607394,552,552,1.728055217
0.14,10,29,honeycomb,200,65,40,pla,0,287,14,2.8,535.246771,538,532,1.087844853,540.6701054,539,538,0.465494518,548.5156294,551,546,1.283012872,558.7130616,567,556,1.216297705,554.3940518,561,552,0.866955354
0.15,9,87,honeycomb,205,70,120,pla,25,147,31,3.0,529.0724701,531,529,1.498975056,537.6929188,538,539,0.371929613,544.6801045,546,544,0.249070446,554.5467391,561,553,0.46214508,548.9736916,550,549,0.319228332
0.02,10,38,honeycomb,240,75,40,abs,75,25,21,1.2,528.3168677,529,528,1.718628201,536.9489732,538,536,0.214555899,542.2668953,543,541,0.136522675,551.2417578,551,550,0.400149163,547.0628236,547,546,0.129455762
0.1,10,86,grid,213,80,120,pla,100,163,21,1.2,529.1997472,530,529,0.606053446,537.6489098,538,538,0.688993687,544.4311771,545,543,0.395881966,552.4607231,552,554,0.132498817,549.1074535,548,550,0.830627044
0.03,5,26,grid,243,80,60,abs,100,212,8,0.8,528.2586526,529,528,1.466409858,536.9249767,538,536,0.789378072,542.2068426,543,542,2.118071558,550.9559782,551,550,0.25709834,546.833735,547,547,0.308042113
0.14,8,79,honeycomb,211,70,40,pla,50,331,25,2.6,530.8024286,529,529,0.435679868,538.4973176,538,537,0.14975689,545.3645088,545,545,0.28667763,553.0106856,556,552,0.176311142,550.714464,558,548,0.35230941
0.16,7,89,grid,250,75,40,abs,100,161,33,2.6,528.2541284,529,530,0.31132161,536.9722613,538,538,0.426140765,542.6291728,545,543,0.530733249,551.0072834,551,553,0.225177659,547.0426596,547,549,0.142766767
0.18,8,17,grid,231,60,60,abs,0,278,33,1.4,534.642919,533,529,0.809803943,539.2812945,538,536,0.371676035,546.6065362,543,544,0.152159193,557.8243543,564,552,0.146896887,552.7082689,554,548,0.301833516
0.18,3,16,honeycomb,239,70,40,abs,25,170,15,1.9,529.8453481,532,529,0.924695857,538.0034744,538,538,0.614320472,544.9797859,546,542,0.51587238,553.9090745,561,552,0.269936033,549.9485562,557,548,0.416193672
0.03,8,50,honeycomb,205,60,40,abs,0,45,25,2.2,528.3335836,529,528,0.680926292,536.9657222,538,536,0.114676987,542.2896478,543,541,0.132527798,551.7104582,552,550,0.15784316,547.0787472,547,546,0.135186344
0.16,7,89,grid,246,80,120,abs,100,360,11,1.0,529.3143401,529,530,0.506081743,537.6639037,538,538,0.133853181,544.493892,544,545,0.161963565,552.7123141,551,554,0.146949751,549.106535,547,551,0.426523587
0.11,10,80,honeycomb,221,75,60,pla,75,165,32,2.6,530.2826519,529,530,0.568888649,538.2245281,538,538,0.147353304,545.3524758,543,546,0.264729885,554.4590414,552,555,0.263734084,550.4442283,547,551,0.130107276
0.03,10,83,grid,208,70,40,pla,50,36,11,0.8,528.2487954,529,528,0.184507587,536.9069325,538,536,0.109946778,541.8792237,543,541,0.118426659,550.6366436,551,550,0.114350988,546.5968122,547,546,0.155943619
0.02,5,75,honeycomb,250,80,40,abs,100,31,6,0.8,528.6709401,529,528,0.33623107,537.2584008,538,536,0.114668979,542.9072543,543,541,0.136816635,550.5606233,551,550,0.297267518,548.0664541,548,547,0.131428953
0.2,9,70,honeycomb,225,80,40,pla,50,248,29,3.2,528.5156063,532,531,0.373116702,537.7795852,538,538,0.484818095,544.9148542,548,547,0.228941944,554.2643196,553,556,0.190383696,548.8618067,547,552,0.144385895
0.11,7,76,honeycomb,208,75,40,pla,25,138,27,2.1,529.3186571,532,530,0.292942873,537.9052621,538,538,0.444521182,544.860003,545,544,0.417972851,553.6788042,554,554,0.720273735,549.6462276,549,550,0.799570368
0.09,3,55,honeycomb,210,75,40,pla,25,71,23,2.5,529.9162517,529,530,1.118116646,538.4562677,538,538,0.503742624,545.5014984,544,546,0.139874178,552.0345719,551,555,0.587124283,550.6183151,549,551,0.30920873
0.19,10,84,honeycomb,228,60,120,pla,50,225,33,3.2,528.3221277,540,528,1.589294893,537.176906,538,538,0.666059613,543.2872757,546,544,1.306094867,550.9104655,551,553,0.177653426,547.5155326,548,549,1.747262675
0.16,9,72,honeycomb,208,75,40,pla,75,230,13,1.7,529.1983767,536,531,0.494031631,537.8565665,539,538,0.622708979,545.347603,549,545,0.599828755,554.8292688,557,556,0.586364129,549.6856105,548,552,1.317590549
0.16,5,60,grid,245,65,40,abs,50,154,18,0.8,528.7182689,534,532,0.5649089,537.4863969,538,538,1.127719781,544.6695678,550,545,0.257880453,552.9879607,552,555,0.698657486,549.0697107,547,551,1.771015447
0.04,9,88,grid,237,80,60,pla,100,103,20,0.6,528.3583542,529,528,0.457272307,536.9826879,538,539,0.145260058,542.4282386,543,542,0.122825156,551.0234713,551,551,0.148669277,547.2281541,547,547,0.130870366
0.17,5,24,honeycomb,230,80,40,abs,100,347,16,1.2,537.0889585,548,532,2.539460978,541.4190519,541,538,1.12551185,549.3140627,556,547,1.152199709,559.4985858,570,556,1.586906481,555.5031532,569,552,2.097289605
0.13,9,41,honeycomb,250,80,60,abs,100,353,14,1.0,532.5740948,541,529,1.321289818,539.0036695,538,539,0.376143702,546.4114558,547,543,0.553730738,555.4535172,565,553,0.156420291,552.0365287,564,549,0.535546697
0.17,5,69,grid,250,80,120,abs,100,223,18,1.8,532.1138248,529,532,0.650454887,539.8076174,539,538,0.432856696,547.5777566,549,547,0.464589432,557.7828997,563,556,0.270765961,553.1662262,553,552,0.216954014
0.09,7,30,grid,210,80,120,pla,100,107,14,0.8,534.5239044,537,530,2.640987888,539.6450846,539,536,0.828224774,547.7528234,549,545,0.745079938,557.9824716,569,554,0.788845509,553.5048814,566,550,1.754799862
0.12,5,68,grid,234,75,120,abs,75,250,18,0.7,533.1478554,531,530,0.748588492,539.1816506,538,538,0.456339506,546.8900653,544,545,0.196309435,554.3295094,553,554,0.348470022,552.5925545,553,551,0.748295348
0.02,10,80,grid,201,60,60,pla,0,48,19,1.9,530.538986,530,528,1.893759732,537.9146796,538,536,0.214566345,544.5799613,544,541,0.498408043,552.5931527,557,551,1.020639506,550.0900763,559,547,1.108913961
0.03,6,76,grid,224,80,40,abs,75,139,9,0.8,528.5933027,529,529,1.733986685,537.1041308,538,536,0.646779568,543.328047,544,543,1.211600602,551.1055435,551,551,0.906061123,547.9075768,547,548,1.7189793
0.14,4,77,grid,218,60,60,abs,50,319,32,1.6,529.7252303,530,528,0.658132842,537.8471195,538,536,0.597394953,544.1765196,544,543,0.182125653,552.5481045,556,551,0.17894582,549.6761022,557,547,0.887759979
0.08,7,68,grid,217,60,120,abs,0,94,19,2.7,530.9716128,529,529,2.421780675,538.2617363,538,538,0.595099191,545.3018325,545,544,1.187075904,552.39006,552,553,0.297130005,550.8120179,555,549,0.703029795
0.11,9,88,honeycomb,210,70,40,abs,25,101,17,2.7,528.2956925,529,529,0.280755455,537.1608095,538,538,0.110732058,543.0570557,544,543,0.114110635,551.1307331,551,552,0.18221698,547.4594196,547,549,0.454909684
0.04,5,56,grid,204,70,40,abs,25,66,7,0.9,530.4862883,529,530,0.691404754,538.0977619,538,536,0.20262313,545.2828242,543,544,0.169129123,553.6837658,552,555,0.615875747,550.2738579,547,551,1.491464285
0.07,7,81,grid,247,75,40,abs,100,165,20,0.8,528.3080783,529,529,0.331648002,536.9773836,538,536,0.12883873,542.5478855,543,544,0.11517705,551.4125877,551,552,0.266639069,547.1143338,547,548,0.247459343
0.17,9,42,honeycomb,215,80,120,pla,50,303,29,1.9,531.920015,543,531,0.480651444,539.3764739,538,539,0.419363812,546.9459165,546,546,0.515239462,558.4833959,568,556,0.398547432,552.4992173,553,552,0.208733867
0.07,6,85,grid,217,65,40,abs,50,108,29,0.8,528.4619771,529,529,0.52713209,537.0912528,538,538,0.223580355,543.2153619,544,544,0.14920175,551.6885786,551,552,0.492160033,547.7568629,547,548,0.291040717
0.09,9,78,grid,210,60,120,pla,0,86,33,2.7,529.093242,529,528,0.810339338,537.5030434,538,538,0.193552607,543.9875137,545,544,0.23939139,551.9147831,553,551,0.520641083,548.6350374,550,548,0.505451983
0.07,3,90,grid,230,80,60,pla,75,163,14,1.7,528.2416106,529,528,0.631920975,536.9261997,538,538,0.113088638,542.0749835,543,543,0.118341551,550.6517964,551,551,0.130226996,546.7240104,547,547,0.183467172
0.2,7,49,grid,201,65,60,pla,50,368,33,1.4,537.2163395,547,532,0.413805745,541.2367302,539,538,1.010923815,549.0167602,550,546,0.685294941,559.1556658,568,556,0.317332289,555.2845248,565,552,0.932979527
0.19,9,80,honeycomb,200,70,120,pla,50,368,29,1.5,532.547033,537,531,0.177534444,539.2871096,538,539,0.422964146,546.9567428,545,545,0.149038588,555.9976338,557,554,0.145127918,552.095916,552,550,0.352831446
0.19,7,37,grid,213,70,40,pla,25,368,24,1.8,529.1073566,534,528,0.167088044,537.7072191,538,538,0.640226251,544.1530853,544,543,0.742205863,551.3384499,551,551,0.140438195,549.2026958,550,548,0.946341162
0.03,10,74,honeycomb,211,70,40,pla,50,32,35,1.5,528.4328193,529,529,0.92240235,537.1188855,538,536,0.134187749,542.8706333,543,543,0.117037235,552.1825298,551,551,0.475958499,547.8593159,547,547,0.151177119
0.15,4,37,grid,206,75,40,pla,75,234,8,1.8,532.4059186,532,531,1.036805737,539.2521349,539,538,0.878998877,547.2121789,550,547,1.745382751,558.1912924,568,556,0.539533762,552.5582373,555,552,0.940473714
0.16,6,54,grid,210,65,60,abs,25,288,20,1.3,532.755828,546,532,0.448302427,539.4319947,539,538,0.640995013,547.3192437,549,545,0.283103172,555.7187745,556,555,0.424995397,552.719053,554,552,1.169490184
0.03,7,47,grid,234,80,40,abs,50,68,9,0.6,528.6028075,529,528,1.097169976,537.0278313,538,536,0.166540759,542.5456858,543,541,0.145364857,551.43421,553,550,0.375045744,547.4203342,549,546,0.208404506
0.19,10,27,honeycomb,224,75,40,abs,100,199,31,2.5,531.7310654,530,528,0.607737831,539.030558,538,538,0.523691096,546.0789599,547,544,0.449380861,557.0008963,570,552,0.498761406,551.5876786,567,549,0.502926429
0.14,7,13,grid,222,70,60,pla,75,271,23,2.1,532.4268993,530,529,0.555952599,538.7427639,538,539,0.158744944,545.9956651,544,543,0.460518221,557.0535498,566,551,0.145944535,551.5687361,557,547,0.508896332
0.15,8,15,honeycomb,207,75,40,pla,50,196,15,1.7,530.9506138,529,530,0.169342929,538.3316967,538,536,0.178350633,545.5500035,544,545,0.311522597,553.9737118,552,552,0.151378197,550.7366509,548,549,0.513531492
0.14,8,82,grid,225,70,120,abs,75,196,24,2.5,533.0350401,538,532,0.903052433,540.1081005,540,538,0.545316381,548.0756581,556,547,0.909137208,557.4103046,567,556,1.009818044,553.4863012,563,552,1.660085029
0.2,8,24,honeycomb,217,75,40,abs,100,368,9,2.4,536.3775,549,532,0.612995477,541.1931103,541,538,1.814915233,549.0974208,556,547,2.207884935,559.0406825,570,556,0.432205229,554.8660727,567,552,3.24981426
0.09,9,34,honeycomb,211,80,60,pla,100,239,10,1.5,530.3617158,529,530,0.497080677,538.3432266,538,539,0.162184719,545.3912966,544,546,0.197814642,553.5763212,553,555,0.275690516,550.3972464,549,551,0.378627899
0.08,9,90,honeycomb,203,65,60,pla,50,177,28,2.4,528.9864589,529,529,0.825974807,537.4740651,538,536,0.180343137,543.908199,544,543,0.140534578,551.0637636,551,552,0.201182635,548.5588727,547,548,0.350516873
0.1,4,84,honeycomb,205,75,40,pla,50,237,13,1.6,530.0494707,529,531,0.583217967,537.9611435,538,538,0.155447808,545.0773456,543,545,0.120708988,553.2408711,551,555,0.222262537,549.8623292,547,551,0.63929718
0.02,10,66,honeycomb,215,60,40,abs,0,44,23,1.2,528.264199,529,528,1.270870227,536.9183788,538,536,0.154447592,542.0201931,543,541,0.114419706,550.5519292,551,550,0.41179763,546.7315175,547,546,0.454837546
0.06,9,82,honeycomb,248,75,60,abs,100,75,27,1.5,528.2652702,529,528,0.229211886,536.9652762,538,536,0.131263263,542.2903522,543,542,0.196079276,550.8037298,551,551,0.322648879,547.0492392,547,547,0.163476565
0.07,10,89,grid,206,60,120,pla,0,79,29,2.7,528.4687953,529,528,0.198638919,537.060832,538,536,0.119158435,542.6074393,543,541,0.202415938,551.2517911,551,550,0.174167718,547.4444958,547,547,0.12048604
0.14,5,10,honeycomb,206,80,40,pla,75,197,9,1.1,532.5682607,532,530,0.415926023,539.3368234,539,538,0.268862243,546.6605229,547,545,0.159741517,556.3372721,565,554,0.525749835,552.0872717,561,551,0.815808029
0.1,10,70,grid,207,70,40,pla,100,50,34,3.2,528.3564008,529,528,0.448734546,536.9576064,538,539,0.112039156,542.2470025,543,541,0.216929212,551.3561902,552,550,0.112535293,546.911662,547,546,0.116683001
0.13,10,78,honeycomb,224,60,40,abs,0,56,29,2.6,528.2373471,531,528,0.639693405,536.9102559,538,536,0.324254675,541.9608369,543,541,0.138483508,550.6550744,551,550,0.26598179,546.6206568,547,546,0.404618127
0.09,5,56,grid,236,75,60,abs,75,102,10,1.4,529.4331615,529,529,0.944504224,537.6445364,538,539,0.149974251,543.9998075,543,542,0.211463427,553.1523375,552,551,0.188785168,549.1963674,548,548,0.315889824
0.11,6,37,honeycomb,202,75,60,pla,75,235,33,1.6,531.7444247,533,531,0.691887286,539.0100404,539,536,1.304911957,546.92252,549,546,0.61345987,556.7821816,562,555,1.096523127,552.0973075,553,551,0.726715886
0.04,10,46,honeycomb,227,80,40,pla,75,28,28,1.5,528.7541324,529,528,0.632213819,537.3548717,538,536,0.390123136,543.5096355,544,542,0.349851455,551.5773638,552,552,0.715707532,548.4526095,549,548,0.194385896
0.12,6,90,grid,250,75,120,pla,25,253,23,0.9,532.5814948,548,531,2.029704903,540.0469405,541,538,1.213568855,547.8810636,556,547,1.102588931,556.496352,566,556,3.121495364,553.6030068,566,552,3.13609522
0.11,10,71,honeycomb,218,80,40,abs,100,139,13,2.1,528.7532403,529,531,0.15673759,537.5638912,538,538,0.113638798,543.9948198,544,545,0.13167793,551.6073974,551,554,0.124908027,548.724046,547,550,0.127677031
0.18,9,68,honeycomb,211,65,40,pla,25,265,28,2.6,529.8370035,542,530,0.421138586,537.9508857,538,538,0.255405593,545.037245,546,544,0.208129378,553.0385935,553,554,0.172170783,549.7377119,549,550,0.639890401
0.16,8,64,grid,224,70,60,abs,50,178,25,2.4,530.0612073,529,531,0.456804614,538.3087576,538,537,0.278832025,545.4607904,544,545,0.233265248,554.4369604,552,555,0.197841056,550.6852759,547,551,0.858520886
0.06,10,81,grid,247,75,40,abs,100,83,9,1.5,528.2371366,529,529,0.161054574,536.9239869,538,538,0.110419044,542.1261857,543,542,0.123535161,551.2600327,551,552,0.119608618,546.7208617,547,548,0.114982777
0.04,6,32,grid,235,75,40,abs,75,73,28,1.6,534.6972762,529,528,1.335215501,539.3466426,538,536,0.262571286,546.2880924,544,542,0.583151073,556.4612618,567,550,0.620812413,552.9754744,566,546,0.251879576
0.19,8,40,honeycomb,225,70,40,abs,100,283,25,2.2,528.9353514,536,529,0.147655552,537.5980631,538,538,0.47818299,544.1223782,546,542,0.50148235,552.5168959,558,551,0.146011009,548.7454465,555,548,0.233933586
0.08,6,33,honeycomb,235,65,40,abs,75,129,15,1.1,528.9357223,529,529,2.276885933,537.3966249,538,536,0.378836307,543.9261135,545,544,0.403528676,553.136469,558,552,0.261152461,548.5955953,550,548,0.456886286
0.06,9,49,grid,233,75,40,abs,100,52,25,0.9,528.250123,529,528,0.204300117,536.9282021,538,538,0.178747919,542.070116,543,541,0.114353091,550.664376,551,550,0.190041496,546.7941352,547,546,0.116465894
0.06,9,90,honeycomb,215,70,40,pla,25,84,33,1.8,528.4194076,529,528,0.712971644,537.0789797,538,536,0.284290937,542.6855909,543,543,0.124063929,550.6076298,551,551,0.492665027,547.4978689,547,547,0.370024673
0.14,8,61,grid,236,75,60,abs,25,35,20,3.1,528.2352022,529,530,0.225796088,536.9397329,538,538,0.208791274,542.3441095,544,546,0.620311894,550.8269802,551,555,0.23073345,546.7735081,547,552,0.443265027
0.05,7,15,grid,245,80,40,abs,100,66,11,0.5,532.7623587,529,530,0.947952545,539.5002401,539,539,0.306170475,546.940753,550,545,0.156380795,554.345127,560,554,0.986866745,552.995879,566,550,0.784001992
0.05,7,80,grid,201,65,40,pla,25,106,21,2.0,529.1133069,529,529,0.889462069,537.4717075,538,536,0.394634807,544.239172,545,546,1.083095179,553.1497213,553,554,1.165826991,548.9200646,547,551,1.727322688
0.03,10,33,honeycomb,207,80,60,pla,75,41,22,1.0,529.1412299,529,528,0.896839728,537.336768,538,536,0.208518732,543.7812278,544,542,0.237755143,552.9116606,555,551,0.642326962,548.7050157,550,548,0.21378159
0.15,7,68,grid,217,80,60,pla,100,311,27,1.1,534.2709624,531,530,0.373406026,539.9260075,539,538,0.729520682,547.6850001,548,546,1.008212034,556.456794,563,555,0.445161895,553.6871511,564,552,0.98028613
0.17,6,56,grid,247,80,120,abs,100,287,6,0.7,528.7273826,531,530,0.352178695,537.3770731,538,538,0.328058008,544.0897236,545,546,0.398869582,552.7185411,551,555,0.207761707,548.3904896,547,551,1.680346712
0.05,5,63,grid,228,75,40,abs,100,253,9,1.1,528.2602897,529,528,0.14311103,536.9167323,538,536,0.111120081,541.9774975,543,541,0.138999998,550.696239,551,550,0.112626462,546.7010218,547,546,0.124080007
0.07,10,83,honeycomb,210,60,40,abs,0,47,33,2.5,528.2408188,529,528,0.446199632,536.917461,538,536,0.19944398,541.9374273,543,541,0.139886578,550.9142845,552,550,0.652639215,546.6667051,547,546,0.133050329
0.07,8,45,honeycomb,203,75,60,pla,0,115,29,2.5,530.7518404,531,530,0.416506875,538.624294,538,536,0.367210466,545.9727774,547,545,0.630434216,552.7569345,553,554,0.887199039,551.3018139,555,550,0.605629545
0.03,4,62,honeycomb,219,65,40,abs,25,65,21,0.9,528.903284,530,529,0.886228966,537.3854045,538,536,0.767944872,543.8704433,546,542,0.215940054,551.2435938,552,552,2.780668615,548.6840473,553,548,1.597162259
0.16,9,72,honeycomb,203,75,60,pla,75,210,26,2.0,529.4284904,530,530,0.309035092,537.8630797,538,539,0.167200871,545.0048601,545,545,0.258576821,554.4347656,553,554,0.251092899,549.7529326,547,550,0.535820485
0.2,9,40,honeycomb,207,65,60,pla,25,356,35,2.6,534.17481,536,533,0.175839131,541.1278398,540,538,0.615647122,548.8978832,554,547,0.37759293,557.3548474,559,556,0.61586412,554.7547672,562,552,0.819630922
0.03,9,90,honeycomb,234,80,40,pla,100,93,25,1.1,528.629296,529,528,1.684647644,537.0889789,538,536,0.439334174,543.032882,544,542,0.437676117,551.398651,552,551,0.599332763,547.7275841,548,548,0.300524524
0.08,10,59,honeycomb,246,75,40,abs,75,94,19,1.1,528.4235685,529,528,1.242416374,537.0317607,538,536,0.162596634,542.4055054,543,541,0.11569531,550.9391286,552,550,0.168031753,547.2435593,548,546,0.330994366
0.07,7,82,grid,250,70,40,abs,75,160,7,0.5,528.2367625,529,528,0.884070306,536.9132968,538,538,0.226191749,542.0315741,544,541,0.117812741,550.5748237,551,551,0.260633769,546.6552549,547,547,0.644223428
0.12,9,89,grid,220,60,40,abs,25,306,26,2.2,528.2690834,529,528,0.176028883,536.9779515,538,536,0.126687868,542.3764027,543,543,0.161755212,551.010964,551,551,0.214692727,547.0594537,547,547,0.248339939
0.03,8,10,grid,221,80,60,pla,100,165,7,0.5,532.4410346,529,528,0.857895395,537.8145689,538,536,0.126093852,544.1742392,543,541,0.308712619,554.5180062,566,550,0.173997106,550.3800268,564,546,0.177770922
